hour,day_shift,week_day,weekend,COZINHA_SENSOR_PRESENCA-021,COZINHA_CAFETEIRA-020,COZINHA_LAMPADA-019,switch,switch_Y
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
4,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
5,0,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
6,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,ON
7,1,1,0,OFF,OFF,OFF,OFF,ON
7,1,1,0,OFF,OFF,OFF,OFF,ON
7,1,1,0,OFF,OFF,OFF,OFF,ON
7,1,1,0,OFF,OFF,OFF,OFF,ON
7,1,1,0,OFF,OFF,OFF,OFF,ON
7,1,1,0,ON,OFF,OFF,OFF,ON
7,1,1,0,ON,OFF,OFF,OFF,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,ON
7,1,1,0,ON,ON,OFF,ON,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,ON,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
7,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,ON,OFF,OFF,OFF,OFF
8,1,1,0,ON,OFF,OFF,OFF,OFF
8,1,1,0,ON,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
8,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
9,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
10,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
11,1,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
12,2,1,0,OFF,OFF,OFF,OFF,OFF
